suburb,min12,min6,min4,min3,max12,max6,max4,max3,std12,std6,std4,std3,mean12,mean6,mean4,mean3,med12,med6,med4,med3,var12,var6,var4,var3,linreg12,linreg6,linreg4,linreg3,dist_syd_cbd,pprev_up2,prev_up2,Ypred2,Threshold
ETTALONG BEACH,0.007641791,0.013775205,0.010119227,0.009282235,0.008687759,0.008687759,0.007615036,0.007453014,0.009374281,0.01207003,0.010403206,0.012874658,0.011098846,0.01057817,0.008763057,0.007662338,0.011069263,0.010039157,0.008849197,0.007377049,0.000237329,0.000232873,0.000180815,0.000196751,0.011148681,0.010992007,0.009005325,0.00922146,0.018029064,0,0,0,0
EVANS HEAD,0.12238806,0.101617089,0.098286745,0.090157155,0.071576763,0.071576763,0.066429034,0.066429034,0.014940262,0.026750106,0.014639363,0.0195665,0.099791448,0.089361222,0.082325255,0.077168831,0.098337314,0.086894943,0.081273958,0.08,0.000460062,0.000905924,0.000316019,0.000429632,0.100447526,0.090171224,0.081970267,0.080324469,0.003533694,1,0,0.7690473,1
FAIRFIELD WEST,0.213373134,0.177680176,0.1746318,0.160187483,0.16623444,0.159751037,0.160077771,0.160077771,0.095281691,0.12370988,0.147753844,0.179185764,0.217404294,0.182316626,0.169357169,0.155896104,0.218675363,0.189161043,0.163200391,0.147540984,0.010465921,0.016096762,0.022719056,0.032466228,0.21953527,0.183561404,0.168529524,0.157993474,1,0,1,0,0
FAIRFIELD,0.397253731,0.355160711,0.352770264,0.323591582,0.31749222,0.316001037,0.316267012,0.302009073,0.176509967,0.195736672,0.257983528,0.251225292,0.394613345,0.365422563,0.355311507,0.32,0.387699798,0.359660085,0.359758584,0.340163934,0.033495045,0.039463877,0.067905224,0.063572907,0.395976897,0.36668994,0.360085782,0.334812995,0.000366106,0,1,1,1
FAIRLIGHT,0.105671642,0.093631463,0.090271516,0.082804889,0.078708506,0.078708506,0.077122489,0.077122489,0.045065698,0.05997443,0.055204075,0.070928361,0.092296381,0.089614929,0.085297882,0.081558442,0.085476759,0.08647838,0.083679961,0.086885246,0.002723503,0.004009146,0.003415236,0.005191541,0.09243754,0.089158203,0.08238373,0.079042976,0.02994917,0,1,6.26E-07,0
FAIRY MEADOW,0.153671642,0.127770014,0.12453662,0.114235824,0.09310166,0.09310166,0.08360337,0.081464679,0.022361755,0.034217369,0.01374433,0.012604977,0.127096432,0.112582455,0.10406259,0.097116883,0.124517729,0.108431226,0.102724084,0.102459016,0.000851882,0.001412454,0.000284483,0.000189239,0.128062141,0.113494315,0.103388583,0.0997186,0.001977957,0,0,0.9999391,1
FARMBOROUGH HEIGHTS,0.086567164,0.076662008,0.073239154,0.067181325,0.053747407,0.052774896,0.053143227,0.053143227,0.015070333,0.016534426,0.021526163,0.029989909,0.074048566,0.068120313,0.064448206,0.061038961,0.074591218,0.067316504,0.064513498,0.066393443,0.000465996,0.000392283,0.000611886,0.00097034,0.074405099,0.068532379,0.064209512,0.064510589,0.01596362,1,0,0.9841951,1
FAULCONBRIDGE,0.105671642,0.087642244,0.084260094,0.07729069,0.068983402,0.068983402,0.069345431,0.061892417,0.02482006,0.043140364,0.050283256,0.035994646,0.092767029,0.082215143,0.076524504,0.068181818,0.093282657,0.081271349,0.073688932,0.068852459,0.001005566,0.002162912,0.002865116,0.001380238,0.093440977,0.083300447,0.077772023,0.072107064,0.00372117,0,0,0.001626819,0
FERN BAY,0.136955224,0.113795169,0.110509969,0.101369359,0.08778527,0.084867739,0.081011017,0.081011017,0.024672074,0.037397887,0.032929759,0.043354329,0.119016255,0.105372949,0.097539325,0.092857143,0.119006063,0.1049321,0.097178044,0.101065574,0.000995978,0.001661817,0.001308905,0.001980745,0.119839996,0.106199665,0.097041237,0.097644432,0.002116665,1,0,0.030250818,0
FIGTREE,0.077014925,0.071670992,0.068229636,0.062586159,0.050829876,0.050829876,0.046014258,0.046014258,0.01601092,0.02049488,0.010624834,0.016406862,0.067037332,0.061636692,0.056190909,0.053246753,0.065726621,0.059401816,0.054726368,0.054918033,0.000509898,0.000566821,0.000187005,0.000308541,0.067364951,0.062258621,0.055758501,0.055791156,0.004466234,1,0,0.5720188,1
FINLEY,0.298507463,0.248852066,0.246067528,0.225714548,0.202606328,0.200596473,0.184381076,0.184381076,0.073235576,0.096306039,0.084003292,0.106345936,0.268962226,0.239372498,0.2228851,0.211818182,0.266443138,0.239356827,0.224573852,0.234836066,0.006455758,0.009911197,0.00759909,0.01154123,0.270707607,0.240847115,0.222052596,0.221856711,0.001143001,1,1,0,0
FIVE DOCK,0.040955224,0.052305849,0.051698227,0.047422112,0.034362033,0.034362033,0.031885936,0.031885936,0.02706689,0.009892939,0.001633544,0.004650086,0.041413575,0.04356712,0.040935552,0.038987013,0.041659012,0.042072815,0.040208792,0.041311475,0.00115643,0.000169489,1.42E-05,3.29E-05,0.041298084,0.043720676,0.04020137,0.040122601,0.008247625,1,0,0.9996311,1
FLETCHER,0.12238806,0.104611699,0.103296263,0.094752321,0.078060166,0.078060166,0.077770577,0.077446533,0.029830099,0.043680434,0.041928042,0.045211496,0.101383427,0.095887129,0.092832666,0.085324675,0.096546022,0.095851037,0.092855395,0.087704918,0.001355589,0.002213407,0.002041193,0.002149355,0.101741953,0.095988505,0.092879341,0.088290859,0.007351139,0,1,2.38E-07,0
FLINDERS,0.016119403,0.012777001,0.009117323,0.008363202,0.013226141,0.013226141,0.013609851,0.013609851,0.013308278,0.024285565,0.029688742,0.036139698,0.014164075,0.012262502,0.012096941,0.010233766,0.013090208,0.009580938,0.012070794,0.00852459,0.000388438,0.000763044,0.001084536,0.001391029,0.014262316,0.012631842,0.012985479,0.013224473,0.023739517,1,0,0,0
FORBES,0.168238806,0.149530844,0.146378118,0.134270747,0.133947095,0.133947095,0.134283863,0.134283863,0.081999577,0.103771424,0.129695408,0.141539224,0.161966325,0.155423691,0.148920358,0.134337662,0.157128422,0.155502791,0.150558682,0.135245902,0.007935389,0.011448515,0.017616756,0.020329677,0.162215351,0.155190074,0.14647511,0.128479516,0.003245157,0,1,0.006556511,0
FOREST HILL,0.021731343,0.017468557,0.01382627,0.012682658,0.023275415,0.023275415,0.019572262,0.013933895,0.019730268,0.03714795,0.033301498,0.029769159,0.023569285,0.021713086,0.018341522,0.014922078,0.021449568,0.020140798,0.018738276,0.019057377,0.00070055,0.001641494,0.001335973,0.000956642,0.023762016,0.022555174,0.018808044,0.015714795,0.023722576,0,0,0.99999624,1
FORESTVILLE,0.122865672,0.109103613,0.105801022,0.097049904,0.074494295,0.074494295,0.07323396,0.068049255,0.018341699,0.021946336,0.020518715,0.009221542,0.102368957,0.093843378,0.08808472,0.081168831,0.099807092,0.091893693,0.085311149,0.08442623,0.000626188,0.000638584,0.000562723,0.000107319,0.102886211,0.094408822,0.087767843,0.083204524,1,0,1,0.00215444,0
FORRESTERS BEACH,0.076895522,0.065681773,0.062218215,0.05707196,0.058609959,0.058609959,0.058976021,0.05845755,0.039510214,0.051667088,0.064115917,0.069152014,0.076861593,0.071108417,0.065562941,0.058545455,0.077025537,0.074523036,0.067531196,0.060819672,0.002171796,0.003027742,0.004533936,0.004938985,0.077204365,0.072176331,0.066735729,0.062502477,0.004701452,0,0,1,1
FORSTER,0.166567164,0.138550609,0.135357179,0.124161382,0.101400415,0.101400415,0.099157485,0.092676604,0.021561469,0.039272808,0.038289991,0.026544475,0.138468821,0.125204375,0.117294909,0.107532468,0.13783759,0.124177289,0.114672539,0.112295082,0.000804417,0.001818226,0.001725762,0.000767627,0.139318717,0.125940642,0.116869309,0.109296765,0.00372117,0,1,4.68E-05,0
FRENCHS FOREST,0.244656716,0.211419445,0.208496143,0.191250804,0.168827801,0.157287344,0.152365651,0.14970836,0.071236343,0.065288969,0.066734597,0.064921135,0.221645578,0.193395191,0.181928946,0.167532468,0.220558607,0.196034325,0.179104478,0.169672131,0.006139399,0.004708854,0.004892639,0.004362803,0.223189025,0.194407839,0.181551406,0.17125758,0.000423003,0,1,0,0
FRESHWATER,0.058626866,0.048313037,0.046788899,0.042918849,0.030471992,0.029434647,0.029812054,0.029812054,0.001128254,0.005218196,0.004889889,0.008106144,0.044668926,0.039007442,0.037322984,0.03574026,0.044231123,0.037636424,0.0363755,0.037704918,1.94E-05,6.52E-05,5.82E-05,8.53E-05,0.045011249,0.039020979,0.036402959,0.03634418,0.029746674,0,1,0.9470897,1
GATESHEAD,0.067462687,0.063685366,0.060214407,0.055233894,0.051996888,0.051996888,0.045042126,0.045042126,0.026896783,0.038472399,0.024622104,0.033747588,0.057958053,0.055984665,0.050782379,0.048285714,0.056356789,0.050529034,0.047916157,0.04704918,0.001144661,0.001750601,0.000775579,0.001218425,0.058079631,0.056241209,0.049329371,0.047771921,0.016446619,0,1,0.00021711,0
GEORGES HALL,0.26119403,0.217658215,0.21475804,0.196994762,0.234958506,0.177904564,0.176928062,0.176928062,0.136554896,0.100896096,0.105424594,0.133766204,0.249348639,0.214403507,0.199733702,0.189675325,0.243018556,0.213529951,0.196272735,0.2,0.020544801,0.010843309,0.011779309,0.018175985,0.251009325,0.214959991,0.195818112,0.189423064,0.000281051,1,0,0.9999999,1
GEORGETOWN,0.352956418,0.294371132,0.291755335,0.26762338,0.263679979,0.21939834,0.209332469,0.209332469,0.11054515,0.079697141,0.073551658,0.086201091,0.308057556,0.264405057,0.251703274,0.234701558,0.302728275,0.259976672,0.24720659,0.238114754,0.013802635,0.006887913,0.005890302,0.007622731,0.310504876,0.26486404,0.248537157,0.234764377,0.000623605,0,0,0.010198087,0
GERRINGONG,0.26519403,0.221002196,0.218114417,0.200073523,0.180822095,0.16688278,0.162022035,0.162022035,0.081174312,0.065924214,0.061786494,0.078825786,0.231019344,0.201654733,0.190000413,0.180545455,0.22048962,0.196117637,0.185058315,0.187295082,0.007789613,0.004796242,0.004226299,0.006390589,0.232534731,0.202516474,0.189266307,0.18917205,0.000862714,1,0,4.47E-07,0
GILGANDRA,0.162985075,0.135555999,0.132351468,0.121404283,0.098807054,0.095565353,0.093259883,0.083927414,0.021257448,0.031734,0.02883403,0.004379223,0.132156001,0.11736765,0.110771644,0.101688312,0.129799743,0.112305257,0.106720496,0.107377049,0.000786716,0.001231712,0.001028843,2.98E-05,0.133061274,0.118083828,0.110503789,0.103946204,0.00245865,0,0,0.99064076,1
GILLIESTON HEIGHTS,0.190089552,0.158215213,0.15509468,0.142266336,0.134465768,0.132520747,0.132858069,0.108878808,0.066078793,0.082227897,0.093129767,0.043516268,0.17404876,0.154972656,0.144069196,0.127714286,0.17687856,0.152711822,0.13832477,0.139344262,0.005359583,0.007313213,0.009268642,0.001995174,0.175157947,0.156547139,0.145393744,0.130487628,0.001628114,0,0,0.6346766,1
GIRRAWEEN,0.123726806,0.102736275,0.099410079,0.091187575,0.08778527,0.08778527,0.088139987,0.088139987,0.040642731,0.059440409,0.071264071,0.087965017,0.113195905,0.102401928,0.095438091,0.092239273,0.113953702,0.101891194,0.093059294,0.099180328,0.002279337,0.003941938,0.00554523,0.0079335,0.113835403,0.103113516,0.094713284,0.097686867,0.004607611,1,1,0,0
GLADESVILLE,0.266865672,0.222399681,0.219517082,0.202279202,0.209024896,0.209024896,0.209332469,0.209332469,0.127643228,0.196585284,0.238652891,0.244677061,0.263297372,0.233593618,0.219891829,0.220779221,0.261161124,0.240398234,0.213767229,0.252459016,0.018084826,0.039800576,0.058236319,0.060317574,0.265434917,0.234702654,0.217872526,0.239427688,0.001133713,1,0,0.25879967,0
GLEBE,0.098507463,0.081653025,0.078248672,0.071776491,0.058318205,0.058318205,0.058684381,0.0573558,0.015368849,0.021577502,0.029086759,0.032722483,0.081579718,0.074357276,0.070919863,0.065402597,0.082123829,0.073689911,0.071772286,0.070737705,0.000479741,0.000619952,0.00104516,0.001147952,0.08201021,0.074816819,0.071297457,0.069147742,0.004466234,0,0,0.94993925,1
GLEDSWOOD HILLS,0.2,0.167398682,0.164312193,0.150721441,0.141387967,0.135114108,0.132209981,0.115359689,0.071919542,0.08380254,0.08012997,0.040324989,0.181857475,0.160011558,0.147114075,0.131805195,0.186753629,0.159793385,0.14099584,0.136516393,0.006246624,0.007584254,0.006940522,0.001720483,0.183116284,0.162026559,0.148851389,0.137172526,0.001545172,0,0,0.9679968,1
GLEN ALPINE,0.053134328,0.053004592,0.052199178,0.047881629,0.031768672,0.031768672,0.032145172,0.032145172,0.013106233,0.004258192,0.001112372,0.004542231,0.044323603,0.043200654,0.041616779,0.039376623,0.045195664,0.04223944,0.041187505,0.041803279,0.000379936,4.91E-05,9.07E-06,3.17E-05,0.044390572,0.043265323,0.040910165,0.040360403,0.006345011,0,1,0,0
GLEN INNES,0.084656716,0.073667399,0.070233444,0.064424226,0.054006743,0.052126556,0.049449125,0.048865846,0.019098899,0.02092678,0.018110214,0.020808744,0.072764274,0.066104753,0.060773709,0.056337662,0.072340621,0.065525285,0.060802545,0.05942623,0.000666268,0.000587738,0.000453359,0.000482696,0.073173803,0.066791917,0.060588299,0.058525887,0.004922071,0,0,0.38905352,1
GLENBROOK,0.105552239,0.099620683,0.096282938,0.088319088,0.067557054,0.067557054,0.067077122,0.067077122,0.022859143,0.017029254,0.01903931,0.025808257,0.091516493,0.086936912,0.083027125,0.077922078,0.091218078,0.085853537,0.083068265,0.083196721,0.000882017,0.000412387,0.000494182,0.000727382,0.091781146,0.087328919,0.082769933,0.08148706,0.005984092,1,0,0.000519604,0
GLENDALE,0.124179104,0.104681573,0.101362589,0.092978587,0.076309647,0.076309647,0.076668827,0.069345431,0.019593302,0.032547258,0.036343092,0.021955582,0.103720761,0.09405762,0.088677181,0.080537662,0.103619328,0.091227193,0.086126743,0.08442623,0.000693046,0.001289554,0.001567756,0.000534417,0.104359369,0.094556896,0.088475728,0.081703724,0.004517076,0,0,0.99447113,1
GLENDENNING,0.456716418,0.381113995,0.378819758,0.347486444,0.323651452,0.285204876,0.285482826,0.285482826,0.10630134,0.093632507,0.121463496,0.154257537,0.410645658,0.356260923,0.344845382,0.325012987,0.401387103,0.35516121,0.347850909,0.35557377,0.012828891,0.009387555,0.015505774,0.024113555,0.41388452,0.356549613,0.344578631,0.34011071,0.00054268,1,0,0,0
GLENFIELD PARK,0.095641791,0.096626073,0.093277227,0.085561989,0.066390041,0.064380187,0.061309138,0.058327933,0.025918685,0.014873433,0.008597269,0.003012037,0.087337693,0.081369454,0.076132282,0.070909091,0.087313981,0.079230192,0.074300628,0.074590164,0.001078093,0.000328351,0.00013401,1.64E-05,0.087638723,0.081920894,0.075641096,0.072965796,0.004172841,0,0,0.6222453,1
GLENFIELD,0.117014925,0.099121581,0.095781986,0.087859572,0.067038382,0.067038382,0.066364226,0.059462087,0.013943877,0.023326667,0.020113424,0.00144172,0.094178198,0.085055252,0.079032658,0.072532468,0.090896564,0.083208365,0.075829867,0.076229508,0.00041571,0.000710712,0.000543513,5.59E-06,0.094739853,0.085745301,0.078789779,0.074286922,0.002678717,0,1,0.002047956,0
GLENHAVEN,0.05361194,0.056198842,0.053702034,0.049260178,0.039159751,0.039159751,0.039533377,0.034672715,0.019789648,0.016680892,0.020556223,0.010438272,0.049992337,0.046907594,0.04524999,0.040779221,0.049880581,0.044613847,0.043104151,0.041803279,0.000703815,0.000398183,0.000564517,0.000134148,0.050217403,0.047170119,0.045535503,0.042712008,0.008196015,0,0,0.92337954,1
GLENMORE PARK,0.217910448,0.181473348,0.178439034,0.163679809,0.144839212,0.135762448,0.134607907,0.133830201,0.051678609,0.063043815,0.069697778,0.072515857,0.194038711,0.17042059,0.160170926,0.147272727,0.196766489,0.174872948,0.159530218,0.150409836,0.003459394,0.004406418,0.005314955,0.005422575,0.195430164,0.171769436,0.161337077,0.15480956,0.001936804,0,0,0.9999999,1
GLENROY,0.077014925,0.085645837,0.082256287,0.075452624,0.057313278,0.057313278,0.057679844,0.057679844,0.028370839,0.014017178,0.018328375,0.024361388,0.074427258,0.072345944,0.06961521,0.066553247,0.076749954,0.070315754,0.068195906,0.070680328,0.00124854,0.000297534,0.000462791,0.000651442,0.074503071,0.072453815,0.069012958,0.069855865,0.00707554,1,0,0,0
GLENWOOD,0.280477612,0.233779197,0.230938784,0.211837147,0.216156639,0.205783195,0.196370706,0.196370706,0.11078564,0.133616035,0.135349626,0.163472102,0.274922739,0.240628348,0.222556872,0.20621039,0.274251332,0.244147297,0.222538945,0.214352459,0.013858876,0.018699665,0.019144679,0.027056628,0.276928249,0.243389336,0.225107682,0.220591072,0.00048879,1,0,0.68164754,1
GLOSSODIA,0.124776119,0.112447594,0.109157399,0.100128665,0.081950207,0.081950207,0.075696695,0.075696695,0.025501811,0.029883004,0.019228181,0.026964527,0.108860259,0.100460901,0.093070063,0.088220779,0.108901341,0.098058819,0.0922437,0.094262295,0.001050293,0.001104959,0.00050269,0.000791073,0.109357509,0.101184031,0.092449975,0.09202304,0.004172841,1,0,0.056438684,0
GLOUCESTER,0.115552239,0.095902376,0.092550847,0.08489569,0.075466805,0.067686722,0.066753078,0.06066105,0.026549468,0.02920668,0.025396836,0.012363653,0.097361769,0.085157439,0.078563024,0.071785714,0.100174536,0.084228943,0.075972596,0.075,0.001120807,0.001060343,0.00081952,0.000182639,0.09807566,0.086023854,0.078639842,0.074134993,0.002678717,0,0,0.0658693,0
GOBBAGOMBALIN,0.191641791,0.159512877,0.156397155,0.143461079,0.207728216,0.190352697,0.153985742,0.140505509,0.198481159,0.189327457,0.150913503,0.151005087,0.247377114,0.186861363,0.169604888,0.151376623,0.270209443,0.179705074,0.174944947,0.17295082,0.041955047,0.0369671,0.023678367,0.023115193,0.251002615,0.189095533,0.167847991,0.145865536,0.000706564,0,1,1,1
GOL GOL,0.087761194,0.091635057,0.088267709,0.080966823,0.058869295,0.058869295,0.059235256,0.059235256,0.025206872,0.009008658,0.011046374,0.016936265,0.081055913,0.076957772,0.073139012,0.069116883,0.083134301,0.075022911,0.071731506,0.071885246,0.001030831,0.000146431,0.000199048,0.000327441,0.08124447,0.077180721,0.072347019,0.071235121,0.009475102,0,1,0.007374018,0
GOOGONG,0.074626866,0.06168896,0.0582106,0.053395828,0.056340768,0.056340768,0.056707712,0.056707712,0.028270944,0.047929954,0.061163573,0.072738418,0.071732184,0.065625529,0.060732422,0.055064935,0.072845857,0.067983004,0.061047223,0.055327869,0.001241366,0.002630932,0.004145859,0.005455367,0.072155008,0.066704219,0.062323937,0.061141717,0.005458888,1,0,0,0
GOONELLABAH,0.143283582,0.119085646,0.115820058,0.106240235,0.082267894,0.079551349,0.079390797,0.075178224,0.009476942,0.018579305,0.017452198,0.010561936,0.116364173,0.102904944,0.097062466,0.089997403,0.115547033,0.101682913,0.095094201,0.09507377,0.000240885,0.000478512,0.000425484,0.000137041,0.117205599,0.103458325,0.096670938,0.092580556,0.004517076,0,1,8.94E-08,0
GORDON,0.151044776,0.125573967,0.122332432,0.112213951,0.096862033,0.093944502,0.094296824,0.085871679,0.029726243,0.042676059,0.048219653,0.031871966,0.131182111,0.115690365,0.108418315,0.098311688,0.132463715,0.115429476,0.105497105,0.102459016,0.001347831,0.002119963,0.002648729,0.001091073,0.132123586,0.11675487,0.109304291,0.102625078,0.001539891,0,0,0.9995989,1
GOROKAN,0.151283582,0.125773608,0.122532812,0.112397758,0.098807054,0.092647822,0.09073234,0.09073234,0.031992901,0.034726353,0.035451631,0.047124685,0.132501324,0.113886227,0.107737088,0.101480519,0.131636965,0.110222444,0.106312699,0.106147541,0.001521955,0.00145101,0.001497919,0.002330246,0.133599362,0.114449995,0.107059775,0.10516164,0.002203167,0,1,0.004985899,0
GOULBURN,0.084179104,0.069674586,0.066225829,0.060748093,0.061592324,0.061592324,0.061827609,0.061827609,0.035353863,0.057748933,0.059130561,0.076560488,0.075831831,0.070450189,0.062472648,0.059592208,0.072616204,0.068982754,0.058000979,0.056581967,0.001798752,0.003732797,0.003888689,0.006033927,0.076287412,0.071680839,0.06303364,0.065733952,0.004466234,1,0,8.37E-06,0
